Line 21:	<hom>3.</hom> <s>अ</s> ¦	 (before a vowel <s>अन्</s>, exc. <s>अ-ऋणिन्</s>), a prefix corresponding to <ab>Gk.</ab> <lang n="greek">ἀ</lang>, <lang n="greek">ἀν</lang>, <ab>Lat.</ab> <etym>in</etym>, <ab>Goth.</ab> and <ab>Germ.</ab> <etym>un</etym>, <ab>Eng.</ab> <etym>in</etym> or <etym>un</etym>, and having a negative or privative or contrary sense (<s>अन्-एक</s> not one; <s>अन्-अन्त</s> endless; <s>अ-सत्</s> not good; <s>अ-पश्यत्</s> not seeing)	||	 (before a vowel <s>अन्</s>, exc. <s>अ-ऋणिन्</s>), a prefix corresponding to <ab>Gk.</ab> <lang>ἀ</lang>, <lang>ἀν</lang>, <ab>Lat.</ab> <lang>in</lang>, <ab>Goth.</ab> and <ab>Germ.</ab> <lang>un</lang>, <ab>Eng.</ab> <lang>in</lang> or <lang>un</lang>, and having a negative or privative or contrary sense (<s>अन्-एक</s> not one; <s>अन्-अन्त</s> endless; <s>अ-सत्</s> not good; <s>अ-पश्यत्</s> not seeing)	||
Line 312:	<s>अंस</s> ¦	 [<ab>cf.</ab> <ab>Goth.</ab> <etym>amsa</etym>; <ab>Gk.</ab> <lang n="greek">ὦμος</lang>, <lang n="greek">ἄσιλλα</lang>; <ab>Lat.</ab> <etym>humerus</etym>, <etym>ansa</etym>.]	||	 ([<ab>cf.</ab> <ab>Goth.</ab> <lang>amsa</lang>; <ab>Gk.</ab> <lang>ὦμος</lang>, <lang>ἄσιλλα</lang>; <ab>Lat.</ab> <lang>humerus</lang>, <lang>ansa</lang>.])	||
Line 394:	<hom>2.</hom> <s>अंह्</s> ¦	 to press together, to strangle (conjecturable from <ab>Gk.</ab> <lang n="greek">ἄχος</lang>, <lang n="greek">ἐγγύς</lang>; <ab>Lat.</ab> <etym>angustus</etym>, <etym>anxius</etym>, &c.), <ls>L.</ls><info whitneyroots="aMh,1"/><info verb="genuineroot" cp=""/>	||	 to press together, to strangle (conjecturable from <ab>Gk.</ab> <lang>ἄχος</lang>, <lang>ἐγγύς</lang>; <ab>Lat.</ab> <lang>angustus</lang>, <lang>anxius</lang>, &c.), <ls>L.</ls>	||
Line 421:	¦	 ([<ab>cf.</ab> <s>अघ/</s>, <s>आ/गस्</s>; <ab>Gk.</ab> <lang n="greek">ἄχνυμαι</lang>, <lang n="greek">ἄχος</lang>, <lang n="greek">ἄγος</lang>.])<info lex="inh"/>	||	 ([<ab>cf.</ab> <s>अघ</s>, <s>आगस्</s>; <ab>Gk.</ab> <lang>ἄχνυμαι</lang>, <lang>ἄχος</lang>, <lang>ἄγος</lang>.])	||
Line 448:	<s>अंहु</s> ¦	 [<ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">ἐγγύς</lang>; <ab>Goth.</ab> <etym>aggvus</etym>; <ab>Lat.</ab> <etym>angustus</etym>, <etym>anxius</etym>, &c.]	||	 ([<ab>cf.</ab> <ab>Gk.</ab> <lang>ἐγγύς</lang>; <ab>Goth.</ab> <lang>aggvus</lang>; <ab>Lat.</ab> <lang>angustus</lang>, <lang>anxius</lang>, &c.])	||
Line 1579:	<s>अक्ष</s> ¦	 [<ab>cf.</ab> <ab>Lat.</ab> <etym>axis</etym>; <ab>Gk.</ab> <lang n="greek">ἄξων</lang>; Old <ab>Germ.</ab> <etym>ahsa</etym>; <ab>Mod.</ab> <ab>Germ.</ab> <etym>Achse</etym>; <ab>Lith.</ab> <etym>assis</etym>.]	||	 ([<ab>cf.</ab> <ab>Lat.</ab> <lang>axis</lang>; <ab>Gk.</ab> <lang>ἄξων</lang>; Old <ab>Germ.</ab> <lang>ahsa</lang>; <ab>Mod.</ab> <ab>Germ.</ab> <lang>Achse</lang>; <ab>Lith.</ab> <lang>assis</lang>.])	||
Line 1981:	¦	 <ab>cf.</ab> <s>अष्ट-कर्ण</s> and <ab>Gk.</ab> <lang n="greek">ὀξύς</lang>, <ls>MaitrS.</ls><info n="sup"/>	||	 <ab>cf.</ab> <s>अष्ट</s>-<s>कर्ण</s> and <ab>Gk.</ab> <lang>ὀξύς</lang>, <ls>MaitrS.</ls>	||
Line 2290:	<s>अक्षि</s> ¦	 [<ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">ὄσσε</lang>, <lang n="greek">ὄκταλλος</lang>; <ab>Lat.</ab> <etym>oculos</etym>; A.S. <etym>aegh</etym>; <ab>Goth.</ab> <etym>augo</etym>; <ab>Germ.</ab> <etym>Auge</etym>; <ab>Russ.</ab> <etym>oko</etym>; <ab>Lith.</ab> <etym>aki-s</etym>.]	||	 [<ab>cf.</ab> <ab>Gk.</ab> <lang>ὄσσε</lang>, <lang>ὄκταλλος</lang>; <ab>Lat.</ab> <lang>oculos</lang>; A.S. <lang>aegh</lang>; <ab>Goth.</ab> <lang>augo</lang>; <ab>Germ.</ab> <lang>Auge</lang>; <ab>Russ.</ab> <lang>oko</lang>; <ab>Lith.</ab> <lang>aki-s</lang>.]	||
Line 4467:	¦	 from - up to (<s>आ</s>), <ls>ŚBr.</ls>, before (in time), <ls>AitUp.</ls> &c. ([<ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">ἄκρον</lang>]). <info lex="inh"/>	||	 ([<ab>cf.</ab> <ab>Gk.</ab> <lang>ἄκρον</lang>]).	||
Line 5261:	<s>अङ्क</s> ¦	 [<ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">ἀγκάς</lang>, <lang n="greek">ἀγκάλη</lang>, <lang n="greek">ἀγκών</lang>, <lang n="greek">ὄγκος</lang>, and <ab>Lat.</ab> <etym>uncus</etym>].	||	 ([<ab>cf.</ab> <ab>Gk.</ab> <lang>ἀγκάς</lang>, <lang>ἀγκάλη</lang>, <lang>ἀγκών</lang>, <lang>ὄγκος</lang>, and <ab>Lat.</ab> <lang>uncus</lang>]).	||
Line 5375:	<s>अ/ङ्कस्</s> ¦	 <lex>n.</lex> a curve or bend, <ls>RV. iv, 40, 4;</ls> <ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">ἄγκος</lang><info lex="n"/>	||	 a curve or bend, <ls>RV. iv, 40, 4</ls>; <ab>cf.</ab> <ab>Gk.</ab> <lang>ἄγκος</lang>	||
Line 5468:	<s>अङ्कुश</s> ¦	 [<ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">ἄγκιστρον</lang>; <ab>Germ.</ab> <etym>Angel</etym>].	||	 ([<ab>cf.</ab> <ab>Gk.</ab> <lang>ἄγκιστρον</lang>; <ab>Germ.</ab> <lang>Angel</lang>]).	||
Line 6211:	<s>अ/ङ्गिर</s> ¦	 <lex>m.</lex> = <s>अ/ङ्गिरस्</s>, <ls>RV. i, 83, 4 and iv, 51, 4</ls>; <ls>MBh.</ls>; <ls>Yājñ.</ls> (<ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">ἄγγελος</lang> and <lang n="greek">ἄγγαρος</lang>.)<info lex="m"/>	||	 = <s>अङ्गिरस्</s>, <ls>RV. i, 83, 4 and iv, 51, 4</ls>, <ls>MBh.</ls>, <ls>Yājñ.</ls> (<ab>cf.</ab> <ab>Gk.</ab><lang>ἄγγελος</lang> and <lang>ἄγγαρος</lang>.)	||
Line 7137:	<s>अज्</s> ¦	 [<ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">ἄγω</lang>; <ab>Lat.</ab> <etym>ago</etym>].	||	 ([<ab>cf.</ab> <ab>Gk.</ab> <lang>ἄγω</lang>; <ab>Lat.</ab> <lang>ago</lang>]).	||
Line 7152:	¦	 a he-goat, ram ([<ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">αἴξ</lang>,<lang n="greek">αἰγός</lang>; <ab>Lith.</ab> <etym>oẓys</etym>])<info lex="inh"/>	||	 ([<ab>cf.</ab> <ab>Gk.</ab> <lang>αἴξ</lang>, <lang>αἰγός</lang>; <ab>Lith.</ab> oẓys])	||
Line 8166:	<s>अ/ज्म</s> <hom>b</hom> ¦	 <lex>m.</lex> (√ <s>अज्</s>), career, march, <ls>RV.</ls> ([<ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">ὄγμος</lang>]). <info lex="m"/>	||	 ([<ab>cf.</ab> <ab>Gk.</ab> <lang>ὄγμος</lang>]).	||
Line 8178:	<s>अज्र</s> ¦	 [<ab>Lat.</ab> <etym>ager</etym>; <ab>Gk.</ab> <lang n="greek">ἀγρός</lang>: <ab>cf.</ab> <s>अजिर</s>].	||	 [<ab>Lat.</ab> <lang>ager</lang>; <ab>Gk.</ab> <lang>ἀγρός</lang>: <ab>cf.</ab> <s>अजिर</s>].	||
Line 9358:	<s>अ/ति</s> ¦	 <lex>ind.</lex> ([probably neut. of an obsolete <ab>adj.</ab> <s>अतिन्</s>, passing, going, beyond; See √ <s>अत्</s>, and <ab>cf.</ab> Old <ab>Germ.</ab> <etym>anti</etym>, <etym>unti</etym>, <etym>inti</etym>, <etym>unde</etym>, <etym>indi</etym>, &c.; <ab>Eng.</ab> <etym>and</etym>; <ab>Germ.</ab> <etym>und</etym>; <ab>Gk.</ab> <lang n="greek">ἔτι</lang>, <lang n="greek">ἀντί</lang>, <ab>Lat.</ab> <etym>ante</etym>; <ab>Lith.</ab> <etym>ant</etym>; <ab>Arm.</ab> <etym>ti</etym>; <ab>Zd.</ab> <etym>aiti</etym>]). <info lex="ind"/>	||	 ([probably neut. of an obsolete <ab>adj.</ab> <s>अतिन्</s>, passing, going, beyond; See √<s>अत्</s>, and <ab>cf.</ab> Old <ab>Germ.</ab> <lang>anti</lang>, <lang>unti</lang>, <lang>inti</lang>, <lang>unde</lang>, <lang>indi</lang>, &c.; <ab>Eng.</ab> <lang>and</lang>; <ab>Germ.</ab> <lang>und</lang>; <ab>Gk.</ab> <lang>ἔτι</lang>, <lang>ἀντί</lang>, <ab>Lat.</ab> <lang>ante</lang>; <ab>Lith.</ab> <lang>ant</lang>; <ab>Arm.</ab> <lang>ti</lang>; <ab>Zd.</ab> <lang>aiti</lang>]).	||
Line 12975:	<s>अद्</s> ¦	 [<ab>cf.</ab> <ab>Lith.</ab> <etym>edmi</etym>; <ab>Slav.</ab> <etym>jamj</etym> for <etym>jadmj</etym>; <ab>Gk.</ab> <lang n="greek">ἔδω</lang>; <ab>Lat.</ab> <etym>edo</etym>; <ab>Goth.</ab> root <etym>AT</etym> <ab>pres.</ab> <etym>ita</etym>; <ab>Germ.</ab> <etym>essen</etym>; <ab>Eng.</ab> <etym>to eat</etym>, <ab>Arm.</ab> <etym>utem</etym>].	||	 ([<ab>cf.</ab> <ab>Lith.</ab> <lang>edmi</lang>; <ab>Slav.</ab> <lang>jamj</lang> for <lang>jadmj</lang>; <ab>Gk.</ab> <lang>ἔδω</lang>; <ab>Lat.</ab> <lang>edo</lang>; <ab>Goth.</ab> root <lang>AT</lang> <ab>pres.</ab> <lang>ita</lang>; <ab>Germ.</ab> <lang>essen</lang>; <ab>Eng.</ab> <lang>to eat</lang>, <ab>Arm.</ab> <lang>utem</lang>]).	||
Line 17581:		<div n="to"/>to move, go, <ls>L.</ls> ([<ab>cf.</ab> <ab>Gk.</ab> <lang n="greek">ἄνεμος</lang> <ab>Lat.</ab> <etym>animus</etym>]) :	||	 ([<ab>cf.</ab> <ab>Gk.</ab> <lang>ἄνεμος</lang> <ab>Lat.</ab> <lang>animus</lang>])	||
Line 18900:	<s>अनफा</s> ¦	 <lex>f.</lex> a particular configuration of the planets. [<ab>Gk.</ab> <lang n="greek">ἀναφή</lang>]<info lex="f"/>	||	 a particular configuration of the planets. [<ab>Gk.</ab> <lang>ἀναφή</lang>]	||
Line 19761:	<s>अन्-अश्व/</s> ¦	 <lex>mfn.</lex> having no horse or horses, <ls>RV.</ls> ([<ab>cf.</ab> <lang n="greek">ἄνιππος</lang>])<info lex="m:f:n"/>	||	 ([<ab>cf.</ab> <lang>ἄνιππος</lang>])	||
Line 28926:	<s>अन्त</s> ¦	 [<ab>cf.</ab> <ab>Goth.</ab> <etym>andeis</etym>, Theme <etym>andja</etym>; <ab>Germ.</ab> <etym>Ende</etym>; <ab>Eng.</ab> <etym>end</etym>: with <s>अन्त</s> are also compared the <ab>Gk.</ab> <lang n="greek">ἄντα</lang>, <lang n="greek">ἀντί</lang>; <ab>Lat.</ab> <etym>ante</etym>; the <ab>Goth.</ab> <etym>anda</etym> in <etym>anda-vaurd</etym>, &c.; and the <ab>Germ.</ab> <etym>ent</etym> <ab>e.g.</ab> in <etym>entsagen</etym>].	||	 ([<ab>cf.</ab> <ab>Goth.</ab> <lang>andeis</lang>, Theme <lang>andja</lang>; <ab>Germ.</ab> <lang>Ende</lang>; <ab>Eng.</ab> <lang>end</lang>: with <s>अन्त</s> are also compared the <ab>Gk.</ab> <lang>ἄντα</lang>, <lang>ἀντί</lang>; <ab>Lat.</ab> <lang>ante</lang>; the <ab>Goth.</ab> <lang>anda</lang> in <lang>anda-vaurd</lang>, &c.; and the <ab>Germ.</ab> <lang>ent</lang> <ab>e.g.</ab> in <lang>entsagen</lang>]).	||
Line 30618:	<s>अन्ति</s> ¦	 [<ab>cf.</ab> <ab>Lat.</ab> <etym>ante</etym>; <ab>Gk.</ab> <lang n="greek">ἀντί</lang>].	||	 ([<ab>cf.</ab> <ab>Lat.</ab> <lang>ante</lang>; <ab>Gk.</ab> <lang>ἀντί</lang>]).	||
Line 30831:	<s>अन्त्र</s> ¦	 <lex>n.</lex> (contr. of <s>अन्तर</s>; <ab>Gk.</ab> <lang n="greek">ἔντερον</lang>), entrail, intestine (<ab>cf.</ab> <s>आन्त्र/</s>)<info lex="n"/>	||	 (contr. of <s>अन्तर</s>; <ab>Gk.</ab> <lang>ἔντερον</lang>), entrail, intestine (<ab>cf.</ab> <s>आन्त्र</s>)	||
Line 31101:	<hom>2.</hom> <s>अ/न्धस्</s> ¦	 <lex>n.</lex> (<ab>Gk.</ab> <lang n="greek">ἄνθος</lang>), a herb<info lex="n"/>	||	 (<ab>Gk.</ab> <lang>ἄνθος</lang>), a herb	||
